date,product_id,demand,unit_price,total_sales,product_name,category
2022-01-06,P004,58,9.11,528.38,Food Item 4,Food
2022-01-06,P005,41,11.39,466.99,Food Item 5,Food
2022-01-06,P006,50,41.58,2079.0,Home Goods Item 6,Home Goods
2022-01-06,P007,62,32.45,2011.9,Clothing Item 7,Clothing
2022-01-06,P008,66,95.21,6283.86,Electronics Item 8,Electronics
2022-01-06,P009,52,10.81,562.12,Food Item 9,Food
2022-01-06,P010,60,29.55,1773.0,Clothing Item 10,Clothing
2022-01-07,P001,60,81.0,4860.0,Electronics Item 1,Electronics
2022-01-07,P002,43,40.64,1747.52,Home Goods Item 2,Home Goods
2022-01-07,P003,46,44.41,2042.86,Home Goods Item 3,Home Goods
2022-01-07,P004,69,9.11,628.59,Food Item 4,Food
2022-01-07,P005,40,11.39,455.6,Food Item 5,Food
2022-01-07,P006,54,41.58,2245.32,Home Goods Item 6,Home Goods
2022-01-07,P007,41,32.45,1330.45,Clothing Item 7,Clothing
2022-01-07,P008,67,95.21,6379.07,Electronics Item 8,Electronics
2022-01-07,P009,52,10.81,562.12,Food Item 9,Food
2022-01-07,P010,54,29.55,1595.7,Clothing Item 10,Clothing
2022-01-08,P001,70,81.0,5670.0,Electronics Item 1,Electronics
2022-01-08,P002,60,40.64,2438.4,Home Goods Item 2,Home Goods
2022-01-08,P003,43,44.41,1909.63,Home Goods Item 3,Home Goods
2022-01-08,P004,60,9.11,546.6,Food Item 4,Food
2022-01-08,P005,49,11.39,558.11,Food Item 5,Food
2022-01-08,P006,65,41.58,2702.7,Home Goods Item 6,Home Goods
2022-01-08,P007,43,32.45,1395.35,Clothing Item 7,Clothing
2022-01-08,P008,66,95.21,6283.86,Electronics Item 8,Electronics
2022-01-08,P009,70,10.81,756.7,Food Item 9,Food
2022-01-08,P010,49,29.55,1447.95,Clothing Item 10,Clothing
2022-01-09,P001,60,81.0,4860.0,Electronics Item 1,Electronics
2022-01-09,P002,66,40.64,2682.24,Home Goods Item 2,Home Goods
2022-01-09,P003,47,44.41,2087.27,Home Goods Item 3,Home Goods
2022-01-09,P004,50,9.11,455.5,Food Item 4,Food
2022-01-09,P005,52,11.39,592.28,Food Item 5,Food
2022-01-09,P006,57,41.58,2370.06,Home Goods Item 6,Home Goods
2022-01-09,P007,47,32.45,1525.15,Clothing Item 7,Clothing
2022-01-09,P008,58,95.21,5522.18,Electronics Item 8,Electronics
2022-01-09,P009,66,10.81,713.46,Food Item 9,Food
2022-01-09,P010,57,29.55,1684.35,Clothing Item 10,Clothing
2022-01-10,P001,30,81.0,2430.0,Electronics Item 1,Electronics
2022-01-10,P002,63,40.64,2560.32,Home Goods Item 2,Home Goods
2022-01-10,P003,25,44.41,1110.25,Home Goods Item 3,Home Goods
2022-01-10,P004,64,9.11,583.04,Food Item 4,Food
2022-01-10,P005,48,11.39,546.72,Food Item 5,Food
2022-01-10,P006,53,41.58,2203.74,Home Goods Item 6,Home Goods
2022-01-10,P007,59,32.45,1914.55,Clothing Item 7,Clothing
2022-01-10,P008,53,95.21,5046.13,Electronics Item 8,Electronics
2022-01-10,P009,59,10.81,637.79,Food Item 9,Food
2022-01-10,P010,64,29.55,1891.2,Clothing Item 10,Clothing
2022-01-11,P001,48,81.0,3888.0,Electronics Item 1,Electronics
2022-01-11,P002,47,40.64,1910.08,Home Goods Item 2,Home Goods
2022-01-11,P003,50,44.41,2220.5,Home Goods Item 3,Home Goods
2022-01-11,P004,48,9.11,437.28,Food Item 4,Food
2022-01-11,P005,37,11.39,421.43,Food Item 5,Food
2022-01-11,P006,62,41.58,2577.96,Home Goods Item 6,Home Goods
2022-01-11,P007,50,32.45,1622.5,Clothing Item 7,Clothing
2022-01-11,P008,60,95.21,5712.6,Electronics Item 8,Electronics
2022-01-11,P009,49,10.81,529.69,Food Item 9,Food
2022-01-11,P010,60,29.55,1773.0,Clothing Item 10,Clothing
2022-01-12,P001,54,81.0,4374.0,Electronics Item 1,Electronics
2022-01-12,P002,41,40.64,1666.24,Home Goods Item 2,Home Goods
2022-01-12,P003,46,44.41,2042.86,Home Goods Item 3,Home Goods
2022-01-12,P004,63,9.11,573.93,Food Item 4,Food
2022-01-12,P005,59,11.39,672.01,Food Item 5,Food
2022-01-12,P006,66,41.58,2744.28,Home Goods Item 6,Home Goods
2022-01-12,P007,51,32.45,1654.95,Clothing Item 7,Clothing
2022-01-12,P008,54,95.21,5141.34,Electronics Item 8,Electronics
2022-01-12,P009,41,10.81,443.21,Food Item 9,Food
2022-01-12,P010,53,29.55,1566.15,Clothing Item 10,Clothing
2022-01-13,P001,64,81.0,5184.0,Electronics Item 1,Electronics
2022-01-13,P002,57,40.64,2316.48,Home Goods Item 2,Home Goods
2022-01-13,P003,47,44.41,2087.27,Home Goods Item 3,Home Goods
2022-01-13,P004,57,9.11,519.27,Food Item 4,Food
2022-01-13,P005,63,11.39,717.57,Food Item 5,Food
2022-01-13,P006,53,41.58,2203.74,Home Goods Item 6,Home Goods
2022-01-13,P007,55,32.45,1784.75,Clothing Item 7,Clothing
2022-01-13,P008,51,95.21,4855.71,Electronics Item 8,Electronics
2022-01-13,P009,61,10.81,659.41,Food Item 9,Food
2022-01-13,P010,50,29.55,1477.5,Clothing Item 10,Clothing
2022-01-14,P001,57,81.0,4617.0,Electronics Item 1,Electronics
2022-01-14,P002,43,40.64,1747.52,Home Goods Item 2,Home Goods
2022-01-14,P003,65,44.41,2886.65,Home Goods Item 3,Home Goods
2022-01-14,P004,58,9.11,528.38,Food Item 4,Food
2022-01-14,P005,45,11.39,512.55,Food Item 5,Food
2022-01-14,P006,71,41.58,2952.18,Home Goods Item 6,Home Goods
2022-01-14,P007,62,32.45,2011.9,Clothing Item 7,Clothing
2022-01-14,P008,59,95.21,5617.39,Electronics Item 8,Electronics
2022-01-14,P009,57,10.81,616.17,Food Item 9,Food
2022-01-14,P010,61,29.55,1802.55,Clothing Item 10,Clothing
2022-01-15,P001,69,81.0,5589.0,Electronics Item 1,Electronics
2022-01-15,P002,54,40.64,2194.56,Home Goods Item 2,Home Goods
2022-01-15,P003,51,44.41,2264.91,Home Goods Item 3,Home Goods
2022-01-15,P004,50,9.11,455.5,Food Item 4,Food
2022-01-15,P005,58,11.39,660.62,Food Item 5,Food
2022-01-15,P006,44,41.58,1829.52,Home Goods Item 6,Home Goods
2022-01-15,P007,55,32.45,1784.75,Clothing Item 7,Clothing
2022-01-15,P008,50,95.21,4760.5,Electronics Item 8,Electronics
2022-01-15,P009,65,10.81,702.65,Food Item 9,Food
2022-01-15,P010,52,29.55,1536.6,Clothing Item 10,Clothing
2022-01-16,P001,51,81.0,4131.0,Electronics Item 1,Electronics
2022-01-16,P002,65,40.64,2641.6,Home Goods Item 2,Home Goods
2022-01-16,P003,65,44.41,2886.65,Home Goods Item 3,Home Goods
2022-01-16,P004,47,9.11,428.17,Food Item 4,Food
2022-01-16,P005,66,11.39,751.74,Food Item 5,Food
2022-01-16,P006,53,41.58,2203.74,Home Goods Item 6,Home Goods
2022-01-16,P007,44,32.45,1427.8,Clothing Item 7,Clothing
2022-01-16,P008,69,95.21,6569.49,Electronics Item 8,Electronics
2022-01-16,P009,56,10.81,605.36,Food Item 9,Food
2022-01-16,P010,44,29.55,1300.2,Clothing Item 10,Clothing
2022-01-17,P001,53,81.0,4293.0,Electronics Item 1,Electronics
2022-01-17,P002,51,40.64,2072.64,Home Goods Item 2,Home Goods
2022-01-17,P003,68,44.41,3019.88,Home Goods Item 3,Home Goods
2022-01-17,P004,49,9.11,446.39,Food Item 4,Food
2022-01-17,P005,46,11.39,523.94,Food Item 5,Food
2022-01-17,P006,59,41.58,2453.22,Home Goods Item 6,Home Goods
2022-01-17,P007,37,32.45,1200.65,Clothing Item 7,Clothing
2022-01-17,P008,43,95.21,4094.03,Electronics Item 8,Electronics
2022-01-17,P009,59,10.81,637.79,Food Item 9,Food
2022-01-17,P010,49,29.55,1447.95,Clothing Item 10,Clothing
2022-01-18,P001,49,81.0,3969.0,Electronics Item 1,Electronics
2022-01-18,P002,43,40.64,1747.52,Home Goods Item 2,Home Goods
2022-01-18,P003,54,44.41,2398.14,Home Goods Item 3,Home Goods
2022-01-18,P004,44,9.11,400.84,Food Item 4,Food
2022-01-18,P005,48,11.39,546.72,Food Item 5,Food
2022-01-18,P006,64,41.58,2661.12,Home Goods Item 6,Home Goods
2022-01-18,P007,49,32.45,1590.05,Clothing Item 7,Clothing
2022-01-18,P008,50,95.21,4760.5,Electronics Item 8,Electronics
2022-01-18,P009,41,10.81,443.21,Food Item 9,Food
2022-01-18,P010,65,29.55,1920.75,Clothing Item 10,Clothing
2022-01-19,P001,49,81.0,3969.0,Electronics Item 1,Electronics
2022-01-19,P002,49,40.64,1991.36,Home Goods Item 2,Home Goods
2022-01-19,P003,63,44.41,2797.83,Home Goods Item 3,Home Goods
2022-01-19,P004,57,9.11,519.27,Food Item 4,Food
2022-01-19,P005,40,11.39,455.6,Food Item 5,Food
2022-01-19,P006,45,41.58,1871.1,Home Goods Item 6,Home Goods
2022-01-19,P007,43,32.45,1395.35,Clothing Item 7,Clothing
2022-01-19,P008,47,95.21,4474.87,Electronics Item 8,Electronics
2022-01-19,P009,51,10.81,551.31,Food Item 9,Food
2022-01-19,P010,59,29.55,1743.45,Clothing Item 10,Clothing
2022-01-20,P001,44,81.0,3564.0,Electronics Item 1,Electronics
2022-01-20,P002,56,40.64,2275.84,Home Goods Item 2,Home Goods
2022-01-20,P003,64,44.41,2842.24,Home Goods Item 3,Home Goods
2022-01-20,P004,37,9.11,337.07,Food Item 4,Food
2022-01-20,P005,58,11.39,660.62,Food Item 5,Food
2022-01-20,P006,70,41.58,2910.6,Home Goods Item 6,Home Goods
2022-01-20,P007,50,32.45,1622.5,Clothing Item 7,Clothing
2022-01-20,P008,59,95.21,5617.39,Electronics Item 8,Electronics
2022-01-20,P009,56,10.81,605.36,Food Item 9,Food
2022-01-20,P010,64,29.55,1891.2,Clothing Item 10,Clothing
2022-01-21,P001,58,81.0,4698.0,Electronics Item 1,Electronics
2022-01-21,P002,53,40.64,2153.92,Home Goods Item 2,Home Goods
2022-01-21,P003,56,44.41,2486.96,Home Goods Item 3,Home Goods
2022-01-21,P004,37,9.11,337.07,Food Item 4,Food
2022-01-21,P005,53,11.39,603.67,Food Item 5,Food
2022-01-21,P006,60,41.58,2494.8,Home Goods Item 6,Home Goods
2022-01-21,P007,60,32.45,1947.0,Clothing Item 7,Clothing
2022-01-21,P008,61,95.21,5807.81,Electronics Item 8,Electronics
2022-01-21,P009,44,10.81,475.64,Food Item 9,Food
2022-01-21,P010,62,29.55,1832.1,Clothing Item 10,Clothing
2022-01-22,P001,73,81.0,5913.0,Electronics Item 1,Electronics
2022-01-22,P002,52,40.64,2113.28,Home Goods Item 2,Home Goods
2022-01-22,P003,46,44.41,2042.86,Home Goods Item 3,Home Goods
2022-01-22,P004,44,9.11,400.84,Food Item 4,Food
2022-01-22,P005,54,11.39,615.06,Food Item 5,Food
2022-01-22,P006,54,41.58,2245.32,Home Goods Item 6,Home Goods
2022-01-22,P007,48,32.45,1557.6,Clothing Item 7,Clothing
2022-01-22,P008,51,95.21,4855.71,Electronics Item 8,Electronics
2022-01-22,P009,55,10.81,594.55,Food Item 9,Food
2022-01-22,P010,72,29.55,2127.6,Clothing Item 10,Clothing
2022-01-23,P001,57,81.0,4617.0,Electronics Item 1,Electronics
2022-01-23,P002,57,40.64,2316.48,Home Goods Item 2,Home Goods
2022-01-23,P003,69,44.41,3064.29,Home Goods Item 3,Home Goods
2022-01-23,P004,53,9.11,482.83,Food Item 4,Food
2022-01-23,P005,54,11.39,615.06,Food Item 5,Food
2022-01-23,P006,67,41.58,2785.86,Home Goods Item 6,Home Goods
2022-01-23,P007,26,32.45,843.7,Clothing Item 7,Clothing
2022-01-23,P008,49,95.21,4665.29,Electronics Item 8,Electronics
2022-01-23,P009,50,10.81,540.5,Food Item 9,Food
2022-01-23,P010,42,29.55,1241.1,Clothing Item 10,Clothing
2022-01-24,P001,56,81.0,4536.0,Electronics Item 1,Electronics
2022-01-24,P002,55,40.64,2235.2,Home Goods Item 2,Home Goods
2022-01-24,P003,65,44.41,2886.65,Home Goods Item 3,Home Goods
2022-01-24,P004,41,9.11,373.51,Food Item 4,Food
2022-01-24,P005,48,11.39,546.72,Food Item 5,Food
2022-01-24,P006,52,41.58,2162.16,Home Goods Item 6,Home Goods
2022-01-24,P007,44,32.45,1427.8,Clothing Item 7,Clothing
2022-01-24,P008,65,95.21,6188.65,Electronics Item 8,Electronics
2022-01-24,P009,42,10.81,454.02,Food Item 9,Food
2022-01-24,P010,67,29.55,1979.85,Clothing Item 10,Clothing
2022-01-25,P001,54,81.0,4374.0,Electronics Item 1,Electronics
2022-01-25,P002,50,40.64,2032.0,Home Goods Item 2,Home Goods
2022-01-25,P003,63,44.41,2797.83,Home Goods Item 3,Home Goods
2022-01-25,P004,33,9.11,300.63,Food Item 4,Food
2022-01-25,P005,63,11.39,717.57,Food Item 5,Food
2022-01-25,P006,60,41.58,2494.8,Home Goods Item 6,Home Goods
2022-01-25,P007,42,32.45,1362.9,Clothing Item 7,Clothing
2022-01-25,P008,56,95.21,5331.76,Electronics Item 8,Electronics
2022-01-25,P009,47,10.81,508.07,Food Item 9,Food
2022-01-25,P010,73,29.55,2157.15,Clothing Item 10,Clothing
2022-01-26,P001,54,81.0,4374.0,Electronics Item 1,Electronics
2022-01-26,P002,49,40.64,1991.36,Home Goods Item 2,Home Goods
2022-01-26,P003,74,44.41,3286.34,Home Goods Item 3,Home Goods
2022-01-26,P004,53,9.11,482.83,Food Item 4,Food
2022-01-26,P005,61,11.39,694.79,Food Item 5,Food
2022-01-26,P006,61,41.58,2536.38,Home Goods Item 6,Home Goods
2022-01-26,P007,63,32.45,2044.35,Clothing Item 7,Clothing
2022-01-26,P008,43,95.21,4094.03,Electronics Item 8,Electronics
2022-01-26,P009,50,10.81,540.5,Food Item 9,Food
2022-01-26,P010,63,29.55,1861.65,Clothing Item 10,Clothing
2022-01-27,P001,50,81.0,4050.0,Electronics Item 1,Electronics
2022-01-27,P002,95,40.64,3860.8,Home Goods Item 2,Home Goods
2022-01-27,P003,64,44.41,2842.24,Home Goods Item 3,Home Goods
2022-01-27,P004,41,9.11,373.51,Food Item 4,Food
2022-01-27,P005,43,11.39,489.77,Food Item 5,Food
2022-01-27,P006,74,41.58,3076.92,Home Goods Item 6,Home Goods
2022-01-27,P007,60,32.45,1947.0,Clothing Item 7,Clothing
2022-01-27,P008,70,95.21,6664.7,Electronics Item 8,Electronics
2022-01-27,P009,38,10.81,410.78,Food Item 9,Food
2022-01-27,P010,51,29.55,1507.05,Clothing Item 10,Clothing
2022-01-28,P001,59,81.0,4779.0,Electronics Item 1,Electronics
2022-01-28,P002,46,40.64,1869.44,Home Goods Item 2,Home Goods
2022-01-28,P003,58,44.41,2575.78,Home Goods Item 3,Home Goods
2022-01-28,P004,39,9.11,355.29,Food Item 4,Food
2022-01-28,P005,52,11.39,592.28,Food Item 5,Food
2022-01-28,P006,64,41.58,2661.12,Home Goods Item 6,Home Goods
2022-01-28,P007,51,32.45,1654.95,Clothing Item 7,Clothing
2022-01-28,P008,66,95.21,6283.86,Electronics Item 8,Electronics
2022-01-28,P009,50,10.81,540.5,Food Item 9,Food
2022-01-28,P010,64,29.55,1891.2,Clothing Item 10,Clothing
2022-01-29,P001,63,81.0,5103.0,Electronics Item 1,Electronics
2022-01-29,P002,48,40.64,1950.72,Home Goods Item 2,Home Goods
2022-01-29,P003,55,44.41,2442.55,Home Goods Item 3,Home Goods
2022-01-29,P004,44,9.11,400.84,Food Item 4,Food
2022-01-29,P005,69,11.39,785.91,Food Item 5,Food
2022-01-29,P006,63,41.58,2619.54,Home Goods Item 6,Home Goods
2022-01-29,P007,49,32.45,1590.05,Clothing Item 7,Clothing
2022-01-29,P008,73,95.21,6950.33,Electronics Item 8,Electronics
2022-01-29,P009,58,10.81,626.98,Food Item 9,Food
2022-01-29,P010,54,29.55,1595.7,Clothing Item 10,Clothing
2022-01-30,P001,66,81.0,5346.0,Electronics Item 1,Electronics
2022-01-30,P002,60,40.64,2438.4,Home Goods Item 2,Home Goods
2022-01-30,P003,40,44.41,1776.4,Home Goods Item 3,Home Goods
2022-01-30,P004,37,9.11,337.07,Food Item 4,Food
2022-01-30,P005,49,11.39,558.11,Food Item 5,Food
2022-01-30,P006,52,41.58,2162.16,Home Goods Item 6,Home Goods
2022-01-30,P007,42,32.45,1362.9,Clothing Item 7,Clothing
2022-01-30,P008,67,95.21,6379.07,Electronics Item 8,Electronics
2022-01-30,P009,62,10.81,670.22,Food Item 9,Food
2022-01-30,P010,46,29.55,1359.3,Clothing Item 10,Clothing
2022-01-31,P001,41,81.0,3321.0,Electronics Item 1,Electronics
2022-01-31,P002,40,40.64,1625.6,Home Goods Item 2,Home Goods
2022-01-31,P003,49,44.41,2176.09,Home Goods Item 3,Home Goods
2022-01-31,P004,42,9.11,382.62,Food Item 4,Food
2022-01-31,P005,51,11.39,580.89,Food Item 5,Food
2022-01-31,P006,52,41.58,2162.16,Home Goods Item 6,Home Goods
2022-01-31,P007,48,32.45,1557.6,Clothing Item 7,Clothing
2022-01-31,P008,73,95.21,6950.33,Electronics Item 8,Electronics
2022-01-31,P009,39,10.81,421.59,Food Item 9,Food
2022-01-31,P010,68,29.55,2009.4,Clothing Item 10,Clothing
2022-02-01,P001,40,81.0,3240.0,Electronics Item 1,Electronics
2022-02-01,P002,47,40.64,1910.08,Home Goods Item 2,Home Goods
2022-02-01,P003,60,44.41,2664.6,Home Goods Item 3,Home Goods
2022-02-01,P004,68,9.11,619.48,Food Item 4,Food
2022-02-01,P005,38,11.39,432.82,Food Item 5,Food
2022-02-01,P006,49,41.58,2037.42,Home Goods Item 6,Home Goods
2022-02-01,P007,50,32.45,1622.5,Clothing Item 7,Clothing
2022-02-01,P008,34,95.21,3237.14,Electronics Item 8,Electronics
2022-02-01,P009,48,10.81,518.88,Food Item 9,Food
2022-02-01,P010,51,29.55,1507.05,Clothing Item 10,Clothing
2022-02-02,P001,38,81.0,3078.0,Electronics Item 1,Electronics
2022-02-02,P002,42,40.64,1706.88,Home Goods Item 2,Home Goods
2022-02-02,P003,54,44.41,2398.14,Home Goods Item 3,Home Goods
2022-02-02,P004,56,9.11,510.16,Food Item 4,Food
2022-02-02,P005,55,11.39,626.45,Food Item 5,Food
2022-02-02,P006,35,41.58,1455.3,Home Goods Item 6,Home Goods
2022-02-02,P007,54,32.45,1752.3,Clothing Item 7,Clothing
2022-02-02,P008,37,95.21,3522.77,Electronics Item 8,Electronics
2022-02-02,P009,44,10.81,475.64,Food Item 9,Food
2022-02-02,P010,62,29.55,1832.1,Clothing Item 10,Clothing
2022-02-03,P001,51,81.0,4131.0,Electronics Item 1,Electronics
2022-02-03,P002,49,40.64,1991.36,Home Goods Item 2,Home Goods
2022-02-03,P003,46,44.41,2042.86,Home Goods Item 3,Home Goods
2022-02-03,P004,45,9.11,409.95,Food Item 4,Food
2022-02-03,P005,62,11.39,706.18,Food Item 5,Food
2022-02-03,P006,39,41.58,1621.62,Home Goods Item 6,Home Goods
2022-02-03,P007,41,32.45,1330.45,Clothing Item 7,Clothing
2022-02-03,P008,43,95.21,4094.03,Electronics Item 8,Electronics
2022-02-03,P009,41,10.81,443.21,Food Item 9,Food
2022-02-03,P010,74,29.55,2186.7,Clothing Item 10,Clothing
2022-02-04,P001,53,81.0,4293.0,Electronics Item 1,Electronics
2022-02-04,P002,44,40.64,1788.16,Home Goods Item 2,Home Goods
2022-02-04,P003,70,44.41,3108.7,Home Goods Item 3,Home Goods
2022-02-04,P004,54,9.11,491.94,Food Item 4,Food
2022-02-04,P005,51,11.39,580.89,Food Item 5,Food
2022-02-04,P006,39,41.58,1621.62,Home Goods Item 6,Home Goods
2022-02-04,P007,47,32.45,1525.15,Clothing Item 7,Clothing
2022-02-04,P008,35,95.21,3332.35,Electronics Item 8,Electronics
2022-02-04,P009,46,10.81,497.26,Food Item 9,Food
2022-02-04,P010,50,29.55,1477.5,Clothing Item 10,Clothing
2022-02-05,P001,57,81.0,4617.0,Electronics Item 1,Electronics
2022-02-05,P002,54,40.64,2194.56,Home Goods Item 2,Home Goods
2022-02-05,P003,54,44.41,2398.14,Home Goods Item 3,Home Goods
2022-02-05,P004,55,9.11,501.05,Food Item 4,Food
2022-02-05,P005,57,11.39,649.23,Food Item 5,Food
2022-02-05,P006,47,41.58,1954.26,Home Goods Item 6,Home Goods
2022-02-05,P007,48,32.45,1557.6,Clothing Item 7,Clothing
2022-02-05,P008,42,95.21,3998.82,Electronics Item 8,Electronics
2022-02-05,P009,77,10.81,832.37,Food Item 9,Food
2022-02-05,P010,52,29.55,1536.6,Clothing Item 10,Clothing
2022-02-06,P001,67,81.0,5427.0,Electronics Item 1,Electronics
2022-02-06,P002,54,40.64,2194.56,Home Goods Item 2,Home Goods
2022-02-06,P003,65,44.41,2886.65,Home Goods Item 3,Home Goods
2022-02-06,P004,51,9.11,464.61,Food Item 4,Food
2022-02-06,P005,50,11.39,569.5,Food Item 5,Food
2022-02-06,P006,39,41.58,1621.62,Home Goods Item 6,Home Goods
2022-02-06,P007,53,32.45,1719.85,Clothing Item 7,Clothing
2022-02-06,P008,42,95.21,3998.82,Electronics Item 8,Electronics
2022-02-06,P009,63,10.81,681.03,Food Item 9,Food
2022-02-06,P010,56,29.55,1654.8,Clothing Item 10,Clothing
2022-02-07,P001,46,81.0,3726.0,Electronics Item 1,Electronics
2022-02-07,P002,54,40.64,2194.56,Home Goods Item 2,Home Goods
2022-02-07,P003,58,44.41,2575.78,Home Goods Item 3,Home Goods
2022-02-07,P004,54,9.11,491.94,Food Item 4,Food
2022-02-07,P005,58,11.39,660.62,Food Item 5,Food
2022-02-07,P006,39,41.58,1621.62,Home Goods Item 6,Home Goods
2022-02-07,P007,50,32.45,1622.5,Clothing Item 7,Clothing
2022-02-07,P008,37,95.21,3522.77,Electronics Item 8,Electronics
2022-02-07,P009,52,10.81,562.12,Food Item 9,Food
2022-02-07,P010,72,29.55,2127.6,Clothing Item 10,Clothing
2022-02-08,P001,41,81.0,3321.0,Electronics Item 1,Electronics
2022-02-08,P002,47,40.64,1910.08,Home Goods Item 2,Home Goods
2022-02-08,P003,49,44.41,2176.09,Home Goods Item 3,Home Goods
2022-02-08,P004,67,9.11,610.37,Food Item 4,Food
2022-02-08,P005,49,11.39,558.11,Food Item 5,Food
2022-02-08,P006,38,41.58,1580.04,Home Goods Item 6,Home Goods
2022-02-08,P007,41,32.45,1330.45,Clothing Item 7,Clothing
2022-02-08,P008,43,95.21,4094.03,Electronics Item 8,Electronics
2022-02-08,P009,46,10.81,497.26,Food Item 9,Food
2022-02-08,P010,66,29.55,1950.3,Clothing Item 10,Clothing
2022-02-09,P001,53,81.0,4293.0,Electronics Item 1,Electronics
2022-02-09,P002,43,40.64,1747.52,Home Goods Item 2,Home Goods
2022-02-09,P003,57,44.41,2531.37,Home Goods Item 3,Home Goods
2022-02-09,P004,56,9.11,510.16,Food Item 4,Food
2022-02-09,P005,52,11.39,592.28,Food Item 5,Food
2022-02-09,P006,55,41.58,2286.9,Home Goods Item 6,Home Goods
2022-02-09,P007,51,32.45,1654.95,Clothing Item 7,Clothing
2022-02-09,P008,35,95.21,3332.35,Electronics Item 8,Electronics
2022-02-09,P009,59,10.81,637.79,Food Item 9,Food
2022-02-09,P010,70,29.55,2068.5,Clothing Item 10,Clothing
2022-02-10,P001,49,81.0,3969.0,Electronics Item 1,Electronics
2022-02-10,P002,52,40.64,2113.28,Home Goods Item 2,Home Goods
2022-02-10,P003,61,44.41,2709.01,Home Goods Item 3,Home Goods
2022-02-10,P004,70,9.11,637.7,Food Item 4,Food
2022-02-10,P005,44,11.39,501.16,Food Item 5,Food
2022-02-10,P006,54,41.58,2245.32,Home Goods Item 6,Home Goods
2022-02-10,P007,46,32.45,1492.7,Clothing Item 7,Clothing
2022-02-10,P008,47,95.21,4474.87,Electronics Item 8,Electronics
2022-02-10,P009,50,10.81,540.5,Food Item 9,Food
